0.00,0.00,266.92,0.00,0.00
3290.90,0.00,266.92,0.00,0.00
3290.90,217.39,266.92,0.00,0.00
3290.90,217.39,19.97,0.00,0.00
3290.90,217.39,19.97,1181.31,0.00
0.00,0.00,266.92,0.00,0.00
3291.13,0.00,266.92,0.00,0.00
3291.13,217.34,266.92,0.00,0.00
3291.13,217.34,20.09,0.00,0.00
3291.13,217.34,20.09,1181.60,0.00
0.00,0.00,266.92,0.00,0.00
3291.16,0.00,266.92,0.00,0.00
3291.16,217.22,266.92,0.00,0.00
3291.16,217.22,20.22,0.00,0.00
3291.16,217.22,20.22,1181.46,0.00
3291.16,217.22,20.22,1181.46,1179.94
3291.16,217.22,20.22,1181.46,1179.94
3291.16,217.22,20.22,1181.46,1179.94
3291.16,217.22,20.22,1181.46,1179.94
3291.28,217.22,20.22,1181.46,1179.94
3291.28,217.20,20.22,1181.46,1179.94
0.00,0.00,266.92,0.00,0.00
3291.26,0.00,266.92,0.00,0.00
3291.26,217.22,266.92,0.00,0.00
3291.26,217.22,20.29,0.00,0.00
3291.26,217.22,20.29,1181.65,0.00
3291.26,217.22,20.29,1181.65,1181.10
3291.26,217.22,20.29,1181.65,1181.10
3291.26,217.22,20.29,1181.65,1181.10
3291.26,217.22,20.29,1181.65,1181.10
3291.03,217.22,20.29,1181.65,1181.10
3291.03,217.21,20.29,1181.65,1181.10
3291.03,217.21,20.27,1181.65,1181.10
3291.03,217.21,20.27,1180.78,1181.10
3291.03,217.21,20.27,1180.78,1180.68
3291.03,217.21,20.27,1180.78,1180.68
3291.03,217.21,20.27,1180.78,1180.68
3291.03,217.21,20.27,1180.78,1180.68
3291.09,217.21,20.27,1180.78,1180.68
3291.09,217.21,20.27,1180.78,1180.68
3291.09,217.21,20.26,1180.78,1180.68
3291.09,217.21,20.26,1181.17,1180.68
3291.09,217.21,20.26,1181.17,1181.78
3291.09,217.21,20.26,1181.17,1181.78
3291.09,217.21,20.26,1181.17,1181.78
3291.09,217.21,20.26,1181.17,1181.78
3291.04,217.21,20.26,1181.17,1181.78
3291.04,217.22,20.26,1181.17,1181.78
3291.04,217.22,20.26,1181.17,1181.78
3291.04,217.22,20.26,1180.77,1181.78
3291.04,217.22,20.26,1180.77,1181.22
3291.04,217.22,20.26,1180.77,1181.22
3291.04,217.22,20.26,1180.77,1181.22
3291.04,217.22,20.26,1180.77,1181.22
3290.88,217.22,20.26,1180.77,1181.22
3290.88,217.16,20.26,1180.77,1181.22
3290.88,217.16,20.27,1180.77,1181.22
3290.88,217.16,20.27,1181.23,1181.22
3290.88,217.16,20.27,1181.23,1180.42
3290.88,217.16,20.27,1181.23,1180.42
3290.88,217.16,20.27,1181.23,1180.42
3290.88,217.16,20.27,1181.23,1180.42
3290.98,217.16,20.27,1181.23,1180.42
3290.98,217.19,20.27,1181.23,1180.42
3290.98,217.19,20.26,1181.23,1180.42
