3015.73,246.78,26.42,1196.17,1197.01
3015.73,246.78,26.42,1196.17,1197.01
3015.73,246.78,26.42,1196.17,1197.01
10.33,246.78,26.42,1196.17,1197.01
10.33,770.76,26.42,1196.17,1197.01
10.33,770.76,26.46,1196.17,1197.01
10.33,770.76,26.46,1197.01,1197.01
10.33,770.76,26.46,1197.01,1196.99
10.33,770.76,26.46,1197.01,1196.99
10.33,770.76,26.46,1197.01,1196.99
10.33,770.76,26.46,1197.01,1196.99
3292.40,770.76,26.46,1197.01,1196.99
3292.40,249.30,26.46,1197.01,1196.99
3292.40,249.30,26.48,1197.01,1196.99
3292.40,249.30,26.48,1197.41,1196.99
3292.40,249.30,26.48,1197.41,1198.20
3292.40,249.30,26.48,1197.41,1198.20
3292.40,249.30,26.48,1197.41,1198.20
3292.40,249.30,26.48,1197.41,1198.20
3292.58,249.30,26.48,1197.41,1198.20
3292.58,243.46,26.48,1197.41,1198.20
3292.58,243.46,26.48,1197.41,1198.20
3292.58,243.46,26.48,1197.01,1198.20
3292.58,243.46,26.48,1197.01,1197.95
3292.58,243.46,26.48,1197.01,1197.95
3292.58,243.46,26.48,1197.01,1197.95
3292.58,243.46,26.48,1197.01,1197.95
3292.72,243.46,26.48,1197.01,1197.95
3292.72,243.41,26.48,1197.01,1197.95
3292.72,243.41,26.51,1197.01,1197.95
3292.72,243.41,26.51,1197.01,1197.95
3292.72,243.41,26.51,1197.01,1196.42
3292.72,243.41,26.51,1197.01,1196.42
3292.72,243.41,26.51,1197.01,1196.42
3292.72,243.41,26.51,1197.01,1196.42
3292.54,243.41,26.51,1197.01,1196.42
3292.54,243.26,26.51,1197.01,1196.42
3292.54,243.26,26.54,1197.01,1196.42
3292.54,243.26,26.54,1196.94,1196.42
3292.54,243.26,26.54,1196.94,1197.04
3292.54,243.26,26.54,1196.94,1197.04
3292.54,243.26,26.54,1196.94,1197.04
3292.54,243.26,26.54,1196.94,1197.04
3292.41,243.26,26.54,1196.94,1197.04
3292.41,243.06,26.54,1196.94,1197.04
3292.41,243.06,26.51,1196.94,1197.04
3292.41,243.06,26.51,1197.29,1197.04
3292.41,243.06,26.51,1197.29,1196.85
3292.41,243.06,26.51,1197.29,1196.85
3292.41,243.06,26.51,1197.29,1196.85
3292.41,243.06,26.51,1197.29,1196.85
3292.41,243.06,26.51,1197.29,1196.85
3292.41,242.92,26.51,1197.29,1196.85
3292.41,242.92,26.52,1197.29,1196.85
3292.41,242.92,26.52,1197.16,1196.85
3292.41,242.92,26.52,1197.16,1196.97
3292.41,242.92,26.52,1197.16,1196.97
3292.41,242.92,26.52,1197.16,1196.97
3292.41,242.92,26.52,1197.16,1196.97
3292.28,242.92,26.52,1197.16,1196.97
3292.28,242.95,26.52,1197.16,1196.97
3292.28,242.95,26.51,1197.16,1196.97
3292.28,242.95,26.51,1196.49,1196.97
